filename,score_Low,score_Medium,score_VeryLow,prob_Low,prob_Medium,prob_VeryLow,predict class,actual class
M03-S2-VL-0066.npy,-2.826937,-1.8978262,3.4370673,0.0018908933,0.004788228,0.99332076,VeryLow,VeryLow
F03-S2-VL-0022.npy,-1.5630513,-3.6245441,4.1180778,0.0033966515,0.00043227084,0.99617106,VeryLow,VeryLow
F03-S3-VL-0027.npy,-3.594448,-2.3469331,4.438291,0.00032418588,0.0011287123,0.99854714,VeryLow,VeryLow
F03-S2-VL-0042.npy,-1.793178,-3.1749122,3.94066,0.0032216005,0.00080908154,0.9959693,VeryLow,VeryLow
F03-S3-VL-0017.npy,-3.5481622,-1.8406081,3.9287524,0.0005639216,0.003110283,0.9963258,VeryLow,VeryLow
F04-S2-VL-0018.npy,-2.2585557,-4.793511,5.4680057,0.00044074797,3.4936013e-05,0.99952435,VeryLow,VeryLow
M03-S2-VL-0078.npy,-1.2008654,-3.1642845,3.6896062,0.007453972,0.0010463711,0.9914996,VeryLow,VeryLow
M03-S2-VL-0042.npy,-3.5159407,-1.9157176,3.946724,0.0005721683,0.0028346009,0.9965932,VeryLow,VeryLow
F04-S2-VL-0031.npy,-2.6278014,-4.0960174,5.2964635,0.00036169475,8.331134e-05,0.99955505,VeryLow,VeryLow
F04-S2-VL-0053.npy,-3.7290325,-2.7193851,4.7836576,0.00020075172,0.0005509895,0.9992482,VeryLow,VeryLow
F03-S2-VL-0059.npy,-1.3997332,-3.5245113,3.9119444,0.0049065454,0.00058613316,0.9945074,VeryLow,VeryLow
M03-S2-VL-0050.npy,-3.0597386,-2.4031675,4.146725,0.000740168,0.0014271697,0.9978327,VeryLow,VeryLow
F04-S2-VL-0033.npy,-2.521053,-4.679595,5.6449294,0.00028406736,3.280791e-05,0.99968314,VeryLow,VeryLow
F03-S3-VL-0002.npy,-3.5276818,-2.2952044,4.34062,0.00038203603,0.0013102755,0.9983077,VeryLow,VeryLow
F03-S1-VL-0038.npy,-3.4143734,-1.8182994,3.910132,0.0006566174,0.0032395043,0.9961039,VeryLow,VeryLow
F03-S3-VL-0020.npy,-3.0570402,-3.7812834,5.348235,0.00022360995,0.0001083818,0.9996681,VeryLow,VeryLow
M03-S2-VL-0028.npy,-3.4224052,-2.516236,4.5068164,0.00035961665,0.0008899881,0.99875045,VeryLow,VeryLow
F03-S3-VL-0048.npy,-1.3933485,-3.3185575,3.9311829,0.0048436,0.0007064161,0.99445,VeryLow,VeryLow
M03-S2-VL-0069.npy,-0.8787312,-2.18667,2.5671146,0.030637082,0.0082835555,0.96107936,VeryLow,VeryLow
M03-S2-VL-0077.npy,-1.2003669,-3.3986087,3.648914,0.007766415,0.00086205767,0.99137163,VeryLow,VeryLow
F04-S1-VL-0024.npy,-2.1881208,-2.3323534,3.3851714,0.0037712336,0.0032647066,0.992964,VeryLow,VeryLow
F03-S1-VL-0026.npy,-2.4724164,-2.7875564,4.0763736,0.0014283098,0.0010422189,0.99752957,VeryLow,VeryLow
F03-S2-VL-0044.npy,-1.6971804,-3.2530105,3.9149098,0.0036373325,0.0007675287,0.99559516,VeryLow,VeryLow
F04-S2-VL-0052.npy,-4.4493155,-0.3650243,3.1109812,0.0005048425,0.029987562,0.9695076,VeryLow,VeryLow
M03-S2-VL-0039.npy,-1.2278228,-3.8439822,4.0914354,0.0048707924,0.0003559721,0.9947732,VeryLow,VeryLow
F03-S3-VL-0028.npy,-1.4830993,-2.7142854,3.1742222,0.009376865,0.0027375382,0.9878856,VeryLow,VeryLow
F04-S1-VL-0013.npy,0.6377469,-4.6580105,3.3090463,0.06466734,0.0003241655,0.9350086,VeryLow,VeryLow
F04-S2-VL-0049.npy,-2.3349402,-3.6459157,4.733085,0.00085099315,0.00022939124,0.9989197,VeryLow,VeryLow
F04-S1-VL-0007.npy,0.44515932,-2.6083972,1.7492591,0.21134672,0.009973617,0.77867967,VeryLow,VeryLow
M03-S2-VL-0055.npy,-1.3892014,-1.9669923,2.7323575,0.01581867,0.008876437,0.9753049,VeryLow,VeryLow
F04-S1-VL-0028.npy,-1.264309,-3.0847955,3.4110303,0.009222464,0.0014935496,0.98928386,VeryLow,VeryLow
F03-S2-VL-0074.npy,-1.2493712,-3.783092,4.045656,0.004989462,0.00039597944,0.99461454,VeryLow,VeryLow
F03-S1-VL-0009.npy,-3.051344,-1.5606928,3.3171163,0.001698949,0.007543309,0.9907577,VeryLow,VeryLow
F04-S2-VL-0045.npy,-4.076441,-1.813224,4.328243,0.00022328606,0.0021466657,0.99763,VeryLow,VeryLow
M03-S2-VL-0047.npy,-2.8506355,-2.3121514,3.9029818,0.0011629703,0.0019926422,0.9968444,VeryLow,VeryLow
M03-S2-VL-0073.npy,1.567336,-4.8021636,2.9478567,0.20085627,0.0003440701,0.79879963,VeryLow,VeryLow
F03-S2-VL-0007.npy,-3.720326,-2.3760502,4.524098,0.0002623861,0.0010063575,0.9987312,VeryLow,VeryLow
F03-S1-VL-0017.npy,-2.3403053,-1.271272,2.469629,0.007896639,0.022999462,0.96910393,VeryLow,VeryLow
M03-S2-VL-0053.npy,-3.0954876,-2.4220865,4.196841,0.0006793718,0.0013321773,0.99798846,VeryLow,VeryLow
F03-S3-VL-0049.npy,-1.3920482,-3.7289286,4.093512,0.004127444,0.00039882923,0.9954737,VeryLow,VeryLow
F03-S2-VL-0063.npy,-1.773533,-2.9618511,3.663839,0.004326342,0.0013183806,0.9943553,VeryLow,VeryLow
F03-S3-VL-0038.npy,-1.6998128,-3.1515791,3.7686062,0.0041960524,0.0009825325,0.9948214,VeryLow,VeryLow
F03-S3-VL-0006.npy,-3.8626547,-1.6394265,3.9452162,0.0004048379,0.00373953,0.9958556,VeryLow,VeryLow
F03-S2-VL-0031.npy,-2.9426765,-3.9846494,5.4451394,0.00022755392,8.027146e-05,0.9996922,VeryLow,VeryLow
F03-S2-VL-0001.npy,-1.5063187,-2.6963165,3.2167194,0.008786282,0.0026729798,0.9885407,VeryLow,VeryLow
F04-S2-VL-0001.npy,0.53193337,-3.081149,2.3498,0.13916576,0.0037531045,0.8570812,VeryLow,VeryLow
M03-S2-VL-0013.npy,-1.9923438,-2.9364054,3.8738003,0.0028226683,0.0010981438,0.99607927,VeryLow,VeryLow
M03-S2-VL-0003.npy,-3.1114259,-2.3209548,4.099036,0.0007370707,0.0016248241,0.9976381,VeryLow,VeryLow
F03-S1-VL-0005.npy,-4.1343026,-1.0940454,3.7194672,0.00038500992,0.008050795,0.99156415,VeryLow,VeryLow
M03-S2-VL-0030.npy,-0.7359372,-4.91224,4.355955,0.0061082575,9.379335e-05,0.99379784,VeryLow,VeryLow
F03-S2-VL-0008.npy,-1.7044019,-3.426343,4.0337186,0.0032086344,0.00057344366,0.9962179,VeryLow,VeryLow
M03-S2-VL-0084.npy,-2.7566516,-3.4909523,4.849027,0.0004972515,0.00023860161,0.9992642,VeryLow,VeryLow
F04-S1-VL-0019.npy,-4.774985,-0.8184907,3.7301598,0.00020026477,0.0104685845,0.9893311,VeryLow,VeryLow
M03-S2-VL-0076.npy,-3.083846,-2.528819,4.286877,0.0006283283,0.0010945405,0.99827707,VeryLow,VeryLow
F04-S2-VL-0006.npy,-1.2237191,-3.4189498,3.70734,0.007161402,0.0007972993,0.9920413,VeryLow,VeryLow
F03-S1-VL-0012.npy,-2.11387,-3.1152267,4.1020174,0.0019920028,0.0007318231,0.9972761,VeryLow,VeryLow
F03-S3-VL-0033.npy,-1.8293824,-2.9705899,3.67981,0.0040278556,0.0012866299,0.9946854,VeryLow,VeryLow
F03-S2-VL-0065.npy,-1.3865194,-3.7358239,4.09901,0.004127592,0.0003939188,0.9954786,VeryLow,VeryLow
F04-S1-VL-0022.npy,-1.8049117,-2.4479465,3.1027875,0.007307091,0.0038412982,0.9888517,VeryLow,VeryLow
F04-S2-VL-0023.npy,-2.5218856,1.3455691,0.312083,0.015189867,0.72638726,0.25842285,Medium,VeryLow
M03-S2-VL-0065.npy,-3.4056227,-2.5234277,4.50124,0.00036774552,0.0008885454,0.9987437,VeryLow,VeryLow
F03-S1-VL-0041.npy,-2.4809463,-1.9959748,3.3559642,0.0028956726,0.004702943,0.99240136,VeryLow,VeryLow
F03-S2-VL-0055.npy,-1.525539,-3.5219715,4.0520883,0.003765355,0.00051140675,0.99572325,VeryLow,VeryLow
M03-S2-VL-0020.npy,-3.3056479,-2.678253,4.5813937,0.00037517425,0.0007025986,0.9989222,VeryLow,VeryLow
F03-S2-VL-0052.npy,-1.249983,-3.7137177,3.982531,0.005309318,0.00045191028,0.99423873,VeryLow,VeryLow
F04-S2-VL-0016.npy,-3.8582153,-2.1154368,4.4108605,0.0002558819,0.0014619023,0.9982823,VeryLow,VeryLow
M03-S2-VL-0019.npy,-3.269853,-2.7351117,4.6120973,0.00037711067,0.0006437305,0.9989791,VeryLow,VeryLow
F04-S2-VL-0011.npy,0.1209903,-4.4882207,3.4148114,0.035771023,0.0003562676,0.9638727,VeryLow,VeryLow
F03-S2-VL-0018.npy,-1.8284302,-3.2756348,3.9763646,0.0030019009,0.0007061279,0.9962921,VeryLow,VeryLow
F04-S1-VL-0016.npy,1.1491023,-0.41214415,-0.6737021,0.72915727,0.15303136,0.1178114,Low,VeryLow
F04-S2-VL-0009.npy,-3.6983209,-2.2965634,4.446824,0.00028971492,0.0011769194,0.99853337,VeryLow,VeryLow
F04-S2-VL-0028.npy,-0.67147815,-2.3200643,2.3653555,0.045389604,0.008729401,0.945881,VeryLow,VeryLow
F04-S1-VL-0004.npy,1.7239441,-1.3269773,-0.19157659,0.8371139,0.039608303,0.123277694,Low,VeryLow
F03-S1-VL-0015.npy,-2.624796,-3.1781058,4.5539055,0.00076174247,0.00043803494,0.99880016,VeryLow,VeryLow
F03-S2-VL-0040.npy,-2.1274414,-3.1511457,4.1390824,0.0018939297,0.00068041653,0.99742573,VeryLow,VeryLow
F03-S2-VL-0019.npy,-1.3946698,-3.7324243,4.108024,0.004057641,0.00039174175,0.99555063,VeryLow,VeryLow
F03-S2-VL-0069.npy,-3.4705415,-2.127421,4.1715293,0.0004787241,0.0018339824,0.99768734,VeryLow,VeryLow
M03-S2-VL-0035.npy,-3.3060098,-2.6497993,4.531746,0.00039409837,0.00075961446,0.9988463,VeryLow,VeryLow
F04-S1-VL-0005.npy,-1.7751119,-3.2846,3.9658203,0.003199226,0.00070710276,0.9960937,VeryLow,VeryLow
F04-S2-VL-0024.npy,-4.0530324,-1.7796718,4.2163644,0.0002555384,0.0024817854,0.9972627,VeryLow,VeryLow
F04-S2-VL-0041.npy,-3.065103,-3.3505156,4.9442115,0.00033215905,0.00024968525,0.99941814,VeryLow,VeryLow
M03-S2-VL-0059.npy,1.5164864,-5.426454,3.3969264,0.13232143,0.00012774664,0.8675508,VeryLow,VeryLow
F03-S2-VL-0053.npy,-1.6095315,-3.8239086,4.3991427,0.002450664,0.00026766534,0.9972817,VeryLow,VeryLow
F04-S1-VL-0026.npy,-0.5078887,-1.2592269,1.2550889,0.13695806,0.06460789,0.798434,VeryLow,VeryLow
F03-S3-VL-0036.npy,-3.0677924,-1.5139184,3.2479227,0.0017891421,0.008462208,0.98974866,VeryLow,VeryLow
F04-S2-VL-0003.npy,-4.0661025,-1.9820946,4.4616513,0.0001975457,0.0015875982,0.99821484,VeryLow,VeryLow
F04-S1-VL-0009.npy,1.1230842,-2.8048744,1.631908,0.37271473,0.007336447,0.6199489,VeryLow,VeryLow
F03-S3-VL-0035.npy,-3.744416,-1.7614576,3.956567,0.0004506973,0.0032739555,0.9962753,VeryLow,VeryLow
F03-S2-VL-0032.npy,-0.9664491,-3.7446184,3.8102186,0.008349318,0.0005189282,0.9911317,VeryLow,VeryLow
M03-S2-VL-0044.npy,-3.4244058,-2.572786,4.5743494,0.00033550357,0.00078623235,0.9988782,VeryLow,VeryLow
F03-S1-VL-0029.npy,0.6419602,-2.9988005,2.0272613,0.19911349,0.00522322,0.7956633,VeryLow,VeryLow
M03-S2-VL-0023.npy,-1.9751887,-4.1999354,4.8520246,0.0010825741,0.00011702064,0.9988004,VeryLow,VeryLow
F03-S2-VL-0056.npy,-1.0211017,-3.6189969,3.729432,0.008567478,0.0006376784,0.99079484,VeryLow,VeryLow
F03-S3-VL-0026.npy,-3.506358,0.0018433798,2.2980883,0.0027310497,0.09118473,0.9060843,VeryLow,VeryLow
F04-S2-VL-0004.npy,-2.5821447,-4.4483123,5.468433,0.0003188004,4.932333e-05,0.9996319,VeryLow,VeryLow
F04-S2-VL-0027.npy,-3.7863722,-2.3466964,4.5615106,0.00023660489,0.0009983141,0.9987651,VeryLow,VeryLow
F04-S2-VL-0042.npy,-1.1557862,-1.6961344,2.3392496,0.028956963,0.016868738,0.9541743,VeryLow,VeryLow
M03-S2-VL-0079.npy,-0.97836095,-3.7635849,3.9210792,0.0073922756,0.00045621648,0.9921516,VeryLow,VeryLow
F04-S2-VL-0035.npy,-3.482238,-2.3511093,4.380699,0.00038413645,0.0011904971,0.9984255,VeryLow,VeryLow
F04-S1-VL-0032.npy,-1.8319968,-2.6646168,3.3861449,0.005375601,0.0023378932,0.99228656,VeryLow,VeryLow
M03-S2-VL-0081.npy,0.7059141,-2.717312,1.9613363,0.2201709,0.0071791266,0.77265,VeryLow,VeryLow
F04-S1-VL-0031.npy,-3.17617,-3.1837616,4.818727,0.00033695257,0.00033440403,0.99932873,VeryLow,VeryLow
F04-S1-VL-0012.npy,-2.4105532,-2.1304648,3.3758075,0.003047402,0.0040324647,0.9929201,VeryLow,VeryLow
M03-S2-VL-0024.npy,-3.2987065,-2.4383047,4.3464313,0.00047759578,0.0011290895,0.99839324,VeryLow,VeryLow
M03-S2-VL-0012.npy,1.8806317,-4.527801,2.347898,0.3850191,0.00063435925,0.6143465,VeryLow,VeryLow
F03-S2-VL-0013.npy,-1.6068169,-3.6876547,4.203358,0.0029868372,0.00037283354,0.9966403,VeryLow,VeryLow
M03-S2-VL-0037.npy,-1.1753994,-5.0248876,5.0202165,0.0020341133,4.3307547e-05,0.9979226,VeryLow,VeryLow
F04-S2-VL-0025.npy,-2.7923565,-3.919961,5.1823177,0.00034391033,0.000111360925,0.9995447,VeryLow,VeryLow
F03-S1-VL-0001.npy,-2.1204715,-1.8629237,2.9224355,0.0063607795,0.008229279,0.98541,VeryLow,VeryLow
F03-S1-VL-0013.npy,-1.6532587,-3.697541,4.2502704,0.002721403,0.0003523486,0.99692625,VeryLow,VeryLow
F03-S3-VL-0042.npy,-3.2631247,-1.0361074,2.947438,0.001967522,0.018243195,0.97978926,VeryLow,VeryLow
F03-S3-VL-0012.npy,-2.2436612,-4.049562,5.008828,0.00070782506,0.00011631434,0.9991757,VeryLow,VeryLow
M03-S2-VL-0018.npy,-1.2441522,-2.0246713,2.671111,0.019372173,0.008875709,0.97175217,VeryLow,VeryLow
F03-S3-VL-0021.npy,-1.7053789,-3.3797987,3.9881759,0.003354188,0.00062863174,0.9960173,VeryLow,VeryLow
F04-S1-VL-0017.npy,-1.772418,-3.3629997,4.03704,0.002988266,0.0006090298,0.99640274,VeryLow,VeryLow
